order,tier,requested_artist,requested_track,requested_version,requested_year,spotify_uri,spotify_url,spotify_artist,spotify_title,spotify_album,spotify_release_date,spotify_duration_ms,spotify_isrc,market,is_playable,linked_from_uri,version_verdict,evidence_note,checked_at
70,main,Fischerspooner,Emerge,original version,2001,spotify:track:3vyKSb9sAdXl0kQ1KnS9fY,https://open.spotify.com/track/3vyKSb9sAdXl0kQ1KnS9fY,Fischerspooner,Emerge,#1,2003-01-01,288306,USFS20200002,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:41Z
71,main,Horsepower Productions,Gorgon Sound,original version,2002,spotify:track:6mZfaJ1FGUpHv72WbCgBt0,https://open.spotify.com/track/6mZfaJ1FGUpHv72WbCgBt0,Horsepower Productions,Gorgon Sound,In Fine Style,2003-03-10,253146,GBQGW0000003,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:41Z
72,main,Benny Benassi presents The Biz,Satisfaction,original version,2002,spotify:track:5JZnjM9ijpit0d5zjT8MM7,https://open.spotify.com/track/5JZnjM9ijpit0d5zjT8MM7,"Benny Benassi, The Biz",Satisfaction,Hypnotica,2003-08-19,285413,USUS10410043,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:41Z
73,main,Wiley,Eskimo,original version,2002,spotify:track:5XRhQZweGbmOQUF3ug04dA,https://open.spotify.com/track/5XRhQZweGbmOQUF3ug04dA,Wiley,Eskimo,I Love Grime,2012-10-08,259488,GBQGW1290118,US,true,,accepted,Reviewed candidate selected: Full 4:19 Eskimo recording selected; interlude and shortened compilation result excluded.,2026-08-19T02:09:46Z
74,main,Dizzee Rascal,I Luv U,album version,2003,spotify:track:4EqqHNzPaLpdVk7FgdQHXo,https://open.spotify.com/track/4EqqHNzPaLpdVk7FgdQHXo,Dizzee Rascal,I Luv U,Boy In Da Corner,2003,245080,GBBKS0300030,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:42Z
75,main,Ricardo Villalobos,Easy Lee,original version,2003,,,,,,,,,,,,unavailable,"Requested version unavailable: Spotify exposes the 2025 Random Factor remix, not Villalobos's requested original Easy Lee recording.",2026-08-19T02:15:59Z
76,main,Deize Tigrona,Injeção,original version,2004,spotify:track:1aNkPu1ZajXlERTZwHMvHh,https://open.spotify.com/track/1aNkPu1ZajXlERTZwHMvHh,"DJ Marlboro, Deize Tigrona",Injeção,Big Mix 04 - As Melhores do DJ Marlboro,2004-05-12,176240,BRLRE0200125,US,true,,accepted,Reviewed candidate selected: 2004 DJ Marlboro release matches the requested original rather than the 2008 remix.,2026-08-19T02:09:46Z
77,main,Skream,Midnight Request Line,original version,2005,spotify:track:75zs01TZIdJsYKZnHmUj6B,https://open.spotify.com/track/75zs01TZIdJsYKZnHmUj6B,Skream,Midnight Request Line,Skream! (Expanded Edition),2006-10-30,236453,GBQGW0501000,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:42Z
78,main,Rod Lee,Dance My Pain Away,original version,2005,spotify:track:6MP8D1BNhOBRix0GDRP2SO,https://open.spotify.com/track/6MP8D1BNhOBRix0GDRP2SO,Rod Lee,Dance My Pain Away,Vol. 5: The Official,2006-03-28,171897,USA370564849,US,true,,accepted,Reviewed candidate selected: Full original 2:52 recording selected; shortened soundtrack edit excluded.,2026-08-19T02:09:46Z
79,main,Pendulum,Slam,original version,2005,spotify:track:5cw39FV9eXL3IuLxwpG8Z1,https://open.spotify.com/track/5cw39FV9eXL3IuLxwpG8Z1,Pendulum,Slam,Hold Your Colour,2007-05-19,344973,GBKBH0502202,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:42Z
80,main,Justice,Waters of Nazareth,original version,2005,spotify:track:0WGLjl3EIjf9MjJFJ90yX9,https://open.spotify.com/track/0WGLjl3EIjf9MjJFJ90yX9,Justice,Waters of Nazareth,Justice,2007-06-11,265173,FR0NT0500091,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:42Z
81,main,Digital Mystikz,Anti War Dub,original version,2006,spotify:track:4gVyYO3lwkhhjQXp4oabwy,https://open.spotify.com/track/4gVyYO3lwkhhjQXp4oabwy,"Mala, Spen G",Anti War Dub,Anti War Dub,2021-06-25,382131,UKHAU2000357,US,true,,accepted,Reviewed candidate selected: Full 6:22 recording matches the 2006 Digital Mystikz release; current Spotify credits the actual producer Mala and vocalist Spen G.,2026-08-19T02:15:33Z
82,main,Burial,Archangel,album version,2007,spotify:track:55gnBQAhU5rGzLsXTAx2MM,https://open.spotify.com/track/55gnBQAhU5rGzLsXTAx2MM,Burial,Archangel,Untrue,2007,238426,GBLZC0700013,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:42Z
83,main,T2 feat. Jodie Aysha,Heartbroken,original version,2007,spotify:track:1Y1lfD897czmPqULtHS7E7,https://open.spotify.com/track/1Y1lfD897czmPqULtHS7E7,T2,Heartbroken,Heartbroken,2017-03-10,288873,GBCFZ1700003,US,true,,accepted,Reviewed candidate selected: Full 4:49 Heartbroken recording; edit and 2022 remake excluded.,2026-08-19T02:10:35Z
84,main,Showtek,F.T.S.,original version,2007,spotify:track:5CLruz22PAlhr07V7ULV5u,https://open.spotify.com/track/5CLruz22PAlhr07V7ULV5u,Showtek,FTS - Original Mix,FTS,2007-06-21,329264,NLM070600016,US,true,,accepted,"Reviewed candidate selected: Title says Original Mix; 2007 release, duration, and ISRC agree.",2026-08-19T02:06:00Z
85,main,"Buraka Som Sistema feat. DJ Znobia, M.I.A., Saborosa & Puto Prata",Sound of Kuduro,original version,2008,spotify:track:0pKhBNnBdZtPA8lqKZ4xpi,https://open.spotify.com/track/0pKhBNnBdZtPA8lqKZ4xpi,"Buraka Som Sistema, DJ Znobia, MIA, Saborosa, Puto Prata",Sound Of Kuduro,Black Diamond,2009-06-10,213906,PTSM10800034,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:42Z
86,main,Noisia,Stigma,original version,2008,spotify:track:6SiCueEHUE5rU4zPvGVlQu,https://open.spotify.com/track/6SiCueEHUE5rU4zPvGVlQu,Noisia,Stigma,Stigma / Crank,2008,352068,NLCK40700054,US,true,,accepted,"Reviewed candidate selected: 2008 single ISRC and 5:52 duration identify the original Stigma, excluding the album edit.",2026-08-19T02:09:46Z
87,main,Black Coffee feat. Bucie,Superman,original version,2009,spotify:track:752l1xT5G1OHzg71ZBnTyZ,https://open.spotify.com/track/752l1xT5G1OHzg71ZBnTyZ,Black Coffee,Superman,Home Brewed,2009-11-13,433626,ZAI911600050,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:43Z
88,main,Munchi,Sandungueo,original version,2010,spotify:track:4SMZZNomVSOEnH7ZvJwHql,https://open.spotify.com/track/4SMZZNomVSOEnH7ZvJwHql,Munchi,Sandungueo,Moombahtonista EP,2012-03-06,271041,USZ4V1100011,US,true,,accepted,Reviewed candidate selected: Full Moombahtonista EP recording and stable ISRC agree.,2026-08-19T02:10:35Z
89,main,Roska,Squark,original version,2010,spotify:track:3VXxh5TNRHJB1VmTkolhik,https://open.spotify.com/track/3VXxh5TNRHJB1VmTkolhik,Roska,Squark,Rinse Presents: Roska,2010-04-05,385053,GBQGW1000010,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:43Z
90,main,Skrillex,Scary Monsters and Nice Sprites,original version,2010,spotify:track:4rwpZEcnalkuhPyGkEdhu0,https://open.spotify.com/track/4rwpZEcnalkuhPyGkEdhu0,Skrillex,Scary Monsters and Nice Sprites,Scary Monsters and Nice Sprites EP,2010-12-21,243353,GBTDG1000196,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:43Z
91,main,Swedish House Mafia,One,original version,2010,spotify:track:4xr1Azj8mCbz6u8CITf8ef,https://open.spotify.com/track/4xr1Azj8mCbz6u8CITf8ef,Swedish House Mafia,One,One (Your Name),2010-07-23,351453,GBAAA1000093,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:43Z
92,main,3BallMTY feat. América Sierra & El Bebeto,Inténtalo,original version,2011,spotify:track:1G1oltHy7huusOr9eoUUQM,https://open.spotify.com/track/1G1oltHy7huusOr9eoUUQM,"3BallMTY, América Sierra, El Bebeto",Inténtalo,Inténtalo (Deluxe Edition),2012-01-01,193533,QM6DC1996587,US,true,,accepted,Reviewed candidate selected: Original Intentalo album entity and artist credits agree; later remixes excluded.,2026-08-19T02:09:46Z
93,main,Avicii,Levels,original version,2011,spotify:track:6Xe9wT5xeZETPwtaP2ynUz,https://open.spotify.com/track/6Xe9wT5xeZETPwtaP2ynUz,Avicii,Levels - Original Version,Levels,2011-10-28,338866,SEUM71100961,US,true,,accepted,Reviewed candidate selected: Title says Original Version; 2011 release and stable ISRC agree.,2026-08-19T02:06:00Z
94,main,Rustie,After Light,album version,2011,spotify:track:6GIYthsbMugsQBedauATa9,https://open.spotify.com/track/6GIYthsbMugsQBedauATa9,Rustie,After Light,Glass Swords,2011-10-10,222693,GBBPW1100132,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:43Z
95,main,TNGHT,Higher Ground,original version,2012,spotify:track:3PRPiS8XO5BDwtBePgAlVM,https://open.spotify.com/track/3PRPiS8XO5BDwtBePgAlVM,"TNGHT, Hudson Mohawke, Lunice",Higher Ground,TNGHT,2012-07-23,199343,GBBPW1200114,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:43Z
96,main,Flume,Holdin On,album version,2012,spotify:track:0IW97aCIWMRHc16XLnCCC5,https://open.spotify.com/track/0IW97aCIWMRHc16XLnCCC5,Flume,Holdin On,Flume,2012-11-09,154414,AUFF00500393,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:44Z
97,main,DJ Rashad,Let It Go,album version,2013,spotify:track:15TeVse95M39M1iB5vrhhh,https://open.spotify.com/track/15TeVse95M39M1iB5vrhhh,DJ Rashad,Let It Go,Rollin',2013-03-18,336903,GBLZC1300002,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:44Z
98,main,Martin Garrix,Animals,original version,2013,spotify:track:0A9mHc7oYUoCECqByV8cQR,https://open.spotify.com/track/0A9mHc7oYUoCECqByV8cQR,Martin Garrix,Animals,Animals,2013-06-17,304228,NLZ541300467,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:44Z
99,main,Tchami feat. Kaleem Taylor,Promesses,original version,2013,spotify:track:6tAHl2xT4iCBBGD7K6sWtq,https://open.spotify.com/track/6tAHl2xT4iCBBGD7K6sWtq,"Tchami, Kaleem Taylor",Promesses (Extended Mix),Promesses,2015-01-05,252442,GBCEN1401102,US,true,,accepted,Reviewed candidate selected: 4:12 Extended Mix matches the full 2013 original mix; radio edit and named remixes excluded.,2026-08-19T02:15:33Z
100,main,RL Grime,Core,original version,2014,spotify:track:097ivRfD5gBHjqhwEMifOT,https://open.spotify.com/track/097ivRfD5gBHjqhwEMifOT,RL Grime,Core,VOID,2014-11-17,236800,USDM31400130,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:44Z
101,main,Nozinja,Tsekeleke,original mix,2014,spotify:track:0ogaTCfzZjftLJyCkCt0eW,https://open.spotify.com/track/0ogaTCfzZjftLJyCkCt0eW,Nozinja,Tsekeleke,Tsekeleke,2014-08-11,388052,GBBPW1400128,US,true,,accepted,Reviewed candidate selected: Plain 6:28 Tsekeleke entity identifies the original mix; vocal mix and video edit excluded.,2026-08-19T02:10:35Z
102,main,Kygo feat. Conrad Sewell,Firestone,original version,2014,spotify:track:1I8tHoNBFTuoJAlh4hfVVE,https://open.spotify.com/track/1I8tHoNBFTuoJAlh4hfVVE,"Kygo, Conrad Sewell",Firestone,Cloud Nine,2016-05-13,271634,SEBGA1400887,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:44Z
103,main,UNIIQU3,Yo (I'm Lit),original version,2015,spotify:track:2M54zjwoKv8zzQW9BKN1CD,https://open.spotify.com/track/2M54zjwoKv8zzQW9BKN1CD,Saint & Uniiqu3,Yo (I'm Lit),Main Course presents Snacks: Volume 9,2015-05-05,185142,USYBL1500262,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:45Z
104,main,Islam Chipsy & EEK,Kahraba,album version,2015,,,,,,,,,,,,unavailable,Requested version unavailable: No playable Spotify entity matching Islam Chipsy & EEK's requested album recording was returned.,2026-08-19T02:15:59Z
105,main,DJ Lag,Ice Drop,original version,2016,spotify:track:1AUkzwumfpusZ9wkUVSaQX,https://open.spotify.com/track/1AUkzwumfpusZ9wkUVSaQX,DJ Lag,Ice Drop,DJ Lag EP,2016-11-11,370651,GBHLW1602964,US,true,,accepted,Reviewed candidate selected: Official DJ Lag EP metadata gives 11 November 2016 and 6:10.,2026-08-19T02:06:00Z
106,main,Jlin,Black Origami,album version,2017,spotify:track:63NMFg8yL81gmSZxwUtqVV,https://open.spotify.com/track/63NMFg8yL81gmSZxwUtqVV,Jlin,Black Origami,Black Origami,2017-05-19,270579,USA2B1701303,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:45Z
107,main,Charlotte de Witte,Sgadi Li Mi,original version,2020,spotify:track:7yjOcwS2yfuxJPYuzSAPVL,https://open.spotify.com/track/7yjOcwS2yfuxJPYuzSAPVL,Charlotte de Witte,Sgadi Li Mi,Return to Nowhere EP,2020-06-12,384387,BET612000005,US,true,,accepted,Reviewed candidate selected: Artist Bandcamp and Spotify both identify the 2020 Return to Nowhere EP version.,2026-08-19T02:06:01Z
108,main,Kabza De Small feat. Leehleza,Umshove,original version,2018,spotify:track:1Ubsm0mdSJ8KMUQywSEjpT,https://open.spotify.com/track/1Ubsm0mdSJ8KMUQywSEjpT,"Leehleza, Kabza De Small",Umshove,Da Best,2025-11-14,358956,QZS7J2569483,US,true,,accepted,Reviewed candidate selected: Playable 5:59 plain-title Leehleza/Kabza recording matches the known original-length track; Spotify currently wraps it in a 2025 catalog reissue.,2026-08-19T02:15:59Z
109,main,Bamba Pana,Linga Linga,album version,2018,spotify:track:0SdkwQbcTyK99k3jExpWre,https://open.spotify.com/track/0SdkwQbcTyK99k3jExpWre,"Bamba Pana, Makaveli",Linga Linga - feat. Makaveli,Poaa,2018-08-16,278233,USA2Z1811416,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:45Z
110,main,DJ Plead,Salt and Pepper,original version,2019,spotify:track:19MYu5B0eBWGF7ahbh2ai6,https://open.spotify.com/track/19MYu5B0eBWGF7ahbh2ai6,DJ Plead,Salt and Pepper,Pleats Plead,2019-03-01,378181,UKA9G1700038,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:45Z
111,main,FISHER,Losing It,original version,2018,spotify:track:6ho0GyrWZN3mhi9zVRW7xi,https://open.spotify.com/track/6ho0GyrWZN3mhi9zVRW7xi,FISHER,Losing It,Losing It,2018-07-13,248035,CA5KR1821202,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:45Z
112,main,"MFR Souls feat. DJ Maphorisa, Kabza De Small & Sha Sha",Love You Tonight,original version,2019,spotify:track:2NbUnaGrjwRuRjZ5EPyOR5,https://open.spotify.com/track/2NbUnaGrjwRuRjZ5EPyOR5,"Mfr Souls, DJ Maphorisa, Sha Sha, Kabza De Small","Love You Tonight (feat. DJ Maphorisa, Sha Sha & Kabza De Small)",The Beginning,2019-11-08,353206,ZA0I41900030,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:45Z
113,main,Nia Archives,Baianá,original version,2022,spotify:track:7B0gxo0jQCy5Lk93RIODAC,https://open.spotify.com/track/7B0gxo0jQCy5Lk93RIODAC,Nia Archives,Baianá,Baianá,2022-09-30,152558,GBUM72205349,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:46Z
114,main,Safety Trance feat. Arca,El Alma Que Te Trajo,original version,2022,spotify:track:5pGz6FrmpHjOuso83azbik,https://open.spotify.com/track/5pGz6FrmpHjOuso83azbik,"Safety Trance, Arca",El Alma Que Te Trajo,El Alma Que Te Trajo,2022-06-16,144848,DEDU22200013,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:46Z
F01,fringe,The Peech Boys,Don't Make Me Wait,original version,1982,spotify:track:14vzRSq7BF44nRzwGqGqj9,https://open.spotify.com/track/14vzRSq7BF44nRzwGqGqj9,"DJ Dove Vs The Peech Boys, The Peech Boys",Don't Make Me Wait - Original Mix,Don't Make Me Wait 2007,2007-09-04,493493,USAH90717986,US,true,,accepted,Reviewed candidate selected: Original Mix title and 8:13 duration agree; 2007 streaming date is a reissue date.,2026-08-19T02:09:47Z
F02,fringe,Klein + M.B.O.,Dirty Talk,European Connection version,1982,spotify:track:016UIc9fZfCJocABc6bqux,https://open.spotify.com/track/016UIc9fZfCJocABc6bqux,Klein & M.B.O.,Dirty Talk - European Connection,Dirty Talk,1982-11-16,497348,USGZ21867220,US,true,,accepted,"Reviewed candidate selected: European Connection title, 1982 release, and 8:17 vocal duration distinguish it from the instrumental.",2026-08-19T02:09:47Z
F03,fringe,The KLF,What Time Is Love?,Pure Trance Original,1988,,,,,,,,,,,,unavailable,Requested version unavailable: The 7:05-7:10 1988 Pure Trance Original is absent; Spotify exposes Live at Trancentral and America versions only.,2026-08-19T02:16:00Z
F04,fringe,A Split-Second,Flesh,original version at slowed club speed,1986,spotify:track:2s0lndhJ7f1Sg1oChArGmD,https://open.spotify.com/track/2s0lndhJ7f1Sg1oChArGmD,A Split Second,Flesh,Next Wave Acid Punx,2021-06-04,291333,BED338900011,US,true,,accepted,"Reviewed candidate selected: The 4:51 slowed club-speed entity matches the requested version, not the 3:53 normal-speed master.",2026-08-19T02:09:47Z
F05,fringe,Nitzer Ebb,Join in the Chant,original version,1987,spotify:track:34vs8Nv1UbY63eWgMR1Tb2,https://open.spotify.com/track/34vs8Nv1UbY63eWgMR1Tb2,Nitzer Ebb,Join In The Chant,That Total Age,1987-05-11,365706,USGF18715506,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:46Z
F06,fringe,808 State,Pacific State,original version,1989,spotify:track:5viwTjaaO8fmVWzTLjuXaM,https://open.spotify.com/track/5viwTjaaO8fmVWzTLjuXaM,808 State,"Pacific State - 12"" Version",Pacific,1989-11-06,389200,GBUM72104710,US,true,,accepted,Reviewed candidate selected: Explicit 12 inch Version title and 6:29 duration match Pacific State on Quadrastate.,2026-08-19T02:09:47Z
F07,fringe,DJ Marlboro,Melô da Mulher Feia,original version,1989,spotify:track:0x80xxyP0Dautya4eU5hPN,https://open.spotify.com/track/0x80xxyP0Dautya4eU5hPN,"Abdula, DJ Marlboro",Melô Da Mulher Feia,DJ Marlboro Apresenta Funk Brasil 01,1989-01-05,216245,BRUM70601022,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:46Z
F08,fringe,Human Resource,Dominator,original version,1991,,,,,,,,,,,,unavailable,"Requested version unavailable: The original club mix runs about 4:54; available plain-title entities are short edits or later collaborations, while the famous Beltram mix is a distinct remix.",2026-08-19T02:16:00Z
F09,fringe,Rotterdam Termination Source,Poing,original version,1992,spotify:track:14GhuH7xkBJ9hlqB850sH4,https://open.spotify.com/track/14GhuH7xkBJ9hlqB850sH4,Rotterdam Termination Source,Poing!,Poing 98 (Mark Van Dale with Enrico Remix),1992-06-14,219242,NLS241202640,US,true,,accepted,Reviewed candidate selected: Original 1992 Poing single entity; later Mark Van Dale remix context does not alter the stable ISRC.,2026-08-19T02:10:35Z
F10,fringe,The KGB's,Fahrenheit,original version,2006,spotify:track:4Y01VvHYSlIKTwsplzj1c1,https://open.spotify.com/track/4Y01VvHYSlIKTwsplzj1c1,The Kgb's,Fahrenheit - Original Mix,Fahrenheit,2006-01-01,410984,ITC940600647,US,true,,accepted,Reviewed candidate selected: Title says Original Mix and the 2006 Fahrenheit release agrees.,2026-08-19T02:06:01Z
F11,fringe,Dr. Peacock,Trip to Ireland,original version,2016,spotify:track:6u8pHCsBSo1rahkWXUxPzW,https://open.spotify.com/track/6u8pHCsBSo1rahkWXUxPzW,Dr. Peacock,Trip to Ireland,Trip Around The World,2016-12-09,243900,NLS161600608,US,true,,accepted,Reviewed candidate selected: 2016 Trip Around The World release and stable ISRC agree.,2026-08-19T02:09:47Z
F12,fringe,KinDzaDza,Dasty Ho,Waves from Outer Space CD version,2004,spotify:track:766nlO0LQvd3el6Wdlxz0B,https://open.spotify.com/track/766nlO0LQvd3el6Wdlxz0B,Kindzadza,Dasty Ho,Waves from Outer Space,2004,383626,NLD910800602,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:46Z
F13,fringe,Autechre,Bike,album version,1993,spotify:track:3Om7xxNAn64xJOuU9WVKtp,https://open.spotify.com/track/3Om7xxNAn64xJOuU9WVKtp,Autechre,Bike,Incunabula,1993-11-29,480133,GBBPW9300126,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:46Z
F14,fringe,Massive Attack,Unfinished Sympathy,album version,1991,spotify:track:28jaG0nLqlijtHGQzZqGWK,https://open.spotify.com/track/28jaG0nLqlijtHGQzZqGWK,"Massive Attack, Shara Nelson",Unfinished Sympathy,Singles Collection,1998-01-01,316160,GBAAA9100034,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:47Z
F15,fringe,Boards of Canada,Roygbiv,album version,1998,spotify:track:5Hf2h59YLInKlic7ooWZVd,https://open.spotify.com/track/5Hf2h59YLInKlic7ooWZVd,Boards of Canada,Roygbiv,Music Has The Right To Children,1998-04-20,149080,GBBPW9800019,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:47Z
F16,fringe,µ-Ziq,Hasty Boom Alert,album version,1997,spotify:track:4miEA9U9PZKBYryATLzCKC,https://open.spotify.com/track/4miEA9U9PZKBYryATLzCKC,µ-Ziq,Hasty Boom Alert,Lunatic Harness,1997-01-01,315133,GBAAA9710847,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:47Z
F17,fringe,Venetian Snares,Hajnal,album version,2005,spotify:track:2XwtDuafQn9bwzntvAhs6P,https://open.spotify.com/track/2XwtDuafQn9bwzntvAhs6P,Venetian Snares,Hajnal,Rossz Csillag Alatt Született,2005-03-14,466000,US78Q0500005,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:47Z
F18,fringe,Fatboy Slim,The Rockafeller Skank,original version,1998,spotify:track:7mCQK9YB25WZw1saUjfL4e,https://open.spotify.com/track/7mCQK9YB25WZw1saUjfL4e,Fatboy Slim,The Rockafeller Skank,You've Come A Long Way Baby,1998-01-01,413880,GBBMQ9800024,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:47Z
F19,fringe,Stanton Warriors,Da Antidote,original version,2001,spotify:track:5M8iaNg4osHmw19PNo7XeA,https://open.spotify.com/track/5M8iaNg4osHmw19PNo7XeA,Stanton Warriors,Da Antidote,Da Antidote,2001,363426,GBDLM0100010,US,true,,accepted,"Reviewed candidate selected: 2001 original vocal entity and 6:03 duration; instrumental, VIP, and remix excluded.",2026-08-19T02:09:48Z
F20,fringe,Wolfgang Gartner,Wolfgang's 5th Symphony,original version,2009,spotify:track:5cUvXmo66nfSDzweNao7BF,https://open.spotify.com/track/5cUvXmo66nfSDzweNao7BF,Wolfgang Gartner,Wolfgang's 5th Symphony,Wolfgangs 5th Symphony / The Grey Agenda,2010,451013,USUS11000704,US,true,,accepted,Reviewed candidate selected: Original full 7:31 recording and stable ISRC agree with the 2009 single.,2026-08-19T02:09:48Z
F21,fringe,Oliver Heldens,Gecko,original version,2013,,,,,,,,,,,,unavailable,Requested version unavailable: The exact 4:42 original entity spotify:track:55RUi0pvDvRiDxEz6hw81Q is unplayable in the authenticated US market; the playable 2:46 entity is an edit.,2026-08-19T02:16:00Z
F22,fringe,Dillon Francis,Masta Blasta,original version,2011,spotify:track:6vjQTGw36JwJuv3V6UrVxV,https://open.spotify.com/track/6vjQTGw36JwJuv3V6UrVxV,Dillon Francis,Masta Blasta,Westside! EP,2011-03-15,357954,USZ4V1000230,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:48Z
F23,fringe,REZZ,Edge,original version,2016,spotify:track:5pusGtgNOBo2PnRMWuz8L2,https://open.spotify.com/track/5pusGtgNOBo2PnRMWuz8L2,Rezz,Edge,The Silence Is Deafening,2016-01-22,223886,GBTDG1301077,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:48Z
F24,fringe,Deena Abdelwahed,Klabb V2,EP version,2017,spotify:track:4T337xtWmPVGzV1XP8fAog,https://open.spotify.com/track/4T337xtWmPVGzV1XP8fAog,Deena Abdelwahed,Klabb V2,Klabb - EP,2017-03-08,388156,FRT091700004,US,true,,accepted,Reviewed candidate selected: Artist Bandcamp identifies Klabb V2 on the 2017 Klabb EP.,2026-08-19T02:06:01Z
